id_producto,nombre,descripcion,cantidad,unidad_producto
276,LIQUIDO FRENOS DOT4 CONT. 950ML  MC ROSHFRANS ,DESCONOCIDO,6,piezas
277,LIQUIDO PARA FRENOS DOT3 LF3 CONT.900 ML ,DESCONOCIDO,13,piezas
278,LIQUIDO  LIMPIA PARA BRISAS 3.78 L (1 GAL) PRESTON,DESCONOCIDO,3,piezas
279,LUIQUIDO PARA DIRECCIÓN HIDRÁULICA CONT. 200ML ,DESCONOCIDO,11,piezas
280,LIMPIAPARABRISAS DURALAST 26 PULGADAS,DESCONOCIDO,1,piezas
281,LIMPIAPARABRISAS DURALAST 18 PULGADAS,DESCONOCIDO,1,piezas
282,LIMPIAPARABRISAS DURALAST 17 PULGADAS,DESCONOCIDO,1,piezas
283,TAPETES PARA AUTO SIN AMRCA,DESCONOCIDO,2,piezas
284,POLISH BLANCO  CONT.300 GRS.  MC MARVIL ,DESCONOCIDO,1,piezas
285,REFRIGERANTE ANTICONGELANTE CONT. 1 GAL ,DESCONOCIDO,7,piezas
286,REFRIGERANTE SAFE + ROAD CONT. 3.78L (1 GAL) MC. PERMATEX ,DESCONOCIDO,10,piezas
287,5- PORT 10/100MBPS DESKTOP SWITCH MC TP-LINK,DESCONOCIDO,1,piezas
288,CABLE USB A-B 3.0M MODELO: 317863 MC MANHATTAN,DESCONOCIDO,9,piezas
289,CABLE USB V2.0 A-B 3M MODELO: 333382 MC MANHATTAN,DESCONOCIDO,4,piezas
290,CABLE USB V2.0 A-B 5.0M MODELO: 345408 MC MANHATTAN,DESCONOCIDO,1,piezas
291,CARGADOR MAS 10 PILAS AA RECARGABLES DE 2500 MAH MC DURACELL,DESCONOCIDO,0,piezas
292,BATERIAS 10 PZAS AA MC 2500 MAH RECARGABLES DURACELL,DESCONOCIDO,10,piezas
293,BATERIAS AAA MC DURACELL,DESCONOCIDO,87,piezas
294,CARTUCHO DE CINTA S015335 MC EPSON CONT. 32.0 M,DESCONOCIDO,10,piezas
295,CD-R  MC. VERBATIM 700MB/80MIN,DESCONOCIDO,600,piezas
296,COMPUKLIN LIMPIADOR DE CIRCUITOS Y TARJETAS ELECTRONICAS MC SILIMEX CONT. 454 ML,DESCONOCIDO,4,piezas
297,DVC DIGITAL VIDEO CASSETTE SONY 60 MIN ,DESCONOCIDO,2,piezas
298,DVD+R MC. SONY 4.7GB/120 MIN,DESCONOCIDO,200,piezas
299,DVD-R MC. VERBATIM 4.7GB/120MIN,DESCONOCIDO,1200,piezas
300,FROTH-EXPRESS ESPUMA LIMPIADORA ESPECIAL PARA TECLADOS Y CARCASAS BOTE AZUL CONT. 454GR MC PROLICOM ,DESCONOCIDO,5,piezas
301,FROTH-EXPRESS ESPUMA LIMPIADORA ESPECIAL PARA TECLADOS Y CARCASAS BOTE NEGRO CONT. 454GR MC PROLICOM ,DESCONOCIDO,22,piezas
302,FUENTE DE PODER POWER 5 R500 MC ACTECK,DESCONOCIDO,2,piezas
303,FUENTE DE PODER POWER-S S500 MC ACTECK,DESCONOCIDO,4,piezas
304,LECTOR DE TARJETAS DE MEMORIA 10 EN 1 MC STEREN ,DESCONOCIDO,1,piezas
305,LECTRO-EXPRESS LIMPIADOR DE CIRCUITOS Y TARJETAS ELECTRONICAS MC PROLICOM CONT. 454 GR,DESCONOCIDO,10,piezas
306,LECTRO-EXPRESS LIMPIADOR PARA TARJETAS ELECTRONICAS MC PROLICOM CONT. 454 GR,DESCONOCIDO,14,piezas
307,LICENCIA OFFICE HOGAR Y EMPRESAS 2013 MC MICROSOFT,DESCONOCIDO,13,piezas
308,PREMIUM TONERCARTIDGE STH - CE278A/328 COMPATIBLE HP LASERJET P1566/P1567/P1568/P1569/P606/P1606DN/P1607DN/P1608DN/P1609DN/HP LASERJET M1530/M1536DNF/M1537DNF/M1538DNF/M1539DND CANON IC MF4410/4450/4412/4420/4550,DESCONOCIDO,3,piezas
309,PREMIUM TONER CARTRIDGE CE312A/CF352A-Y UNIVERSAL ,DESCONOCIDO,4,piezas
310,REMOVEDOR DE POLVO PERFEC CHOICE 330 ML,DESCONOCIDO,1,piezas
311,REMOVEDOR DE POLVO COMPRIMIDO AEROJET MC. SILIMEX CONT. 660ML ,DESCONOCIDO,24,piezas
312,SILIMPO ESPUMA LIMPIADORA PARA SUPERFICIES DE EQUIPOS ELECTRÓNICOS MC SILIMEX CONT. 454 ML,DESCONOCIDO,23,piezas
313,SOBRES PARA CD´S CON VENTANA 12.7 X 12.7 CM MC FORTEC,DESCONOCIDO,420,piezas
314,TECLADO LOGITECH ,DESCONOCIDO,4,piezas
315,TINTA HP GT52 C. AMARILLO 70ML HASTA 8000 PAGINAS,DESCONOCIDO,9,piezas
316,TINTA HP GT52 C. CIAN 70ML HASTA 8000 PAGINAS,DESCONOCIDO,12,piezas
317,TINTA HP GT52 C. MAGENTA 70ML HASTA 8000 PAGINAS,DESCONOCIDO,13,piezas
318,TINTA HP GT52 C. NEGRO 70ML HASTA 8000 PAGINAS,DESCONOCIDO,9,piezas
319,KATUN SELECT C. NEGRO 100 ML ,DESCONOCIDO,2,piezas
320,KATUN SELECT C. CIAN 100 ML ,DESCONOCIDO,2,piezas
321,KATUN SELECT C. MAGENTA 100 ML ,DESCONOCIDO,2,piezas
322,TOALLLAS  ANTIESTATICAS TOWEL EXPRESS ,DESCONOCIDO,6,piezas
323,TOALLAS LIMPIADORAS MC.PERFECT CHOICE (PAQ C/20 PIEZAS),DESCONOCIDO,0,piezas
324,"TONER CARTRIDGE PTB-TNB022 RENDIMIENTO 8,500 PAG. COMPATIBLE XER. PHASER 3330, WORKCENTRE 3335/3345 DCP - B7535DW/B7520DW",DESCONOCIDO,28,piezas
325,"TONER CARTRIDGE PTH-CE278A/328 RENDIMIENTO 15,000 PAG. IC D520/IC MF4550dn/4420n/4412/4410/4752/4830d/4720wl/4712 SATERA MF4890DW/MF4870DN/MF4750/MF4830D/4720W/4712/LASERTJET M1536DNF/M1530/M1536DNF/M1538DNF/M1539DNF",DESCONOCIDO,17,piezas
326,"TONER CARTRIDGE PTX-106R03623 RENDIMIENTO 15,000 PAG. COMPATIBLE DCP-B7530DN/DCP-B7500D/HL-B2050DN/HL-B2000D/MFC-B7720DN/MFC-B7700D/HL-B2080DW/DCP-B7520DW/MFC-B7715DW",DESCONOCIDO,2,piezas
327,"TONER CARTRIDGE PTX-106R03621 RENDIMIENTO 2,600 PAG. COMPATIBLE DCP-B7530DN/DCP-B7500D/HL-B2050DN/HL-B2000D/MFC-B7720DN/MFC-B7700D/HL-B2080DW/DCP-B7520DW/MFC-B7715DW",DESCONOCIDO,4,piezas
328,KATUN TONER CARTRIDGE CE278A/CARTRIDGE 128 COMPATIBLE HP LASERJET PRO M 1536 DNF/ P1566/P 1606 DN CANON I- SENSYS MF 4410,DESCONOCIDO,6,piezas
329,TONER CE278ACOMP-AI COMPATIBLE LJ P1560/P1566/P1567/P1568/P1569/P1600/P1606/P1606DN/P1608DN/P1609DN/M1530/M1536DNF/M1538DNF/M1539DNF,DESCONOCIDO,6,piezas
330,KATUN TONER CARTRIDGE CB435A/CB436A/CE285A/CARTRIDGE 125/CARTRIDGE 712  COMPATIBLE HP LASERJET-P 1005/P1505/ P1102/ CANON I-SENSYS -LBP 3010/LBP 6000,DESCONOCIDO,5,piezas
331,TONER PREMIUM XER3330COMP-S 106R03621 COMPATIBLE XEROX PHASER 3330 WORKCENTRE 3335/3345,DESCONOCIDO,7,piezas
332,TONER CE285/CB435ACOMP - AI COMPATIBLR LASERJET P1002/P1003/P1004/P1005/P1006/P1009/P1100/P1102/P1102W/LASERJET PRO M1132/M1210/M1212NF/M1214NFH/M1217NFW/M1219NF,DESCONOCIDO,13,piezas
333,TONER NT HP 78A P/LASERJET P/P1606DN CE278A-2000 PGS CANON 128-328,DESCONOCIDO,0,piezas
334,"TONER NT HP 85A CE285A/CB435A/CB436A P/LJ P 1102 W, LJ PRO M 1132 MFP,LJ PRO M 1134, LJ PRO M 1137, LJ PRO M 1138, LJ PRO M 1139, LJ PRO M 1212 NF MFP, LJ PRO M 1217 NFW MFP, LJ PRO M 1219 NF, LJ PRO P 1102, LJ PRO P 1102 S, LJ PRO P 1102 W, LJ PRO P 1109, LJ PRO P 1109 W CANON 128-328 1600 PGS. ",DESCONOCIDO,1,piezas
335,AGUA EMBOTELLADA CONT. 600 ML MC GUGAR,DESCONOCIDO,70,piezas
336,CAFÉ AMERICANO 400 GRAMOS MC SELECTO,DESCONOCIDO,1,piezas
337,CAFÉ GOURMET 340 GRAMOS MC SELECTO,DESCONOCIDO,6,piezas
338,CINTA TRANSPARENTE 5 M MC ZUUM,DESCONOCIDO,7,piezas
339,CINTA MICROPOROSA 5 M,DESCONOCIDO,9,piezas
340,COCA COLA DE 235 ML 8 PZAS ,DESCONOCIDO,2,piezas
341,COCA COLA DE 355 ML 12 PZAS,DESCONOCIDO,5,piezas
342,CONOS DE PAPEL N° 104 MC PRIMO ,DESCONOCIDO,176,piezas
343,CUCHARAS SOPERAS DE PLASTICO MC FANTASI,DESCONOCIDO,"1,250",piezas
344,CUCHARONES,DESCONOCIDO,71,piezas
345,CHAROLAS DE PLASTICO,DESCONOCIDO,7,piezas
346,ENDULCOLORANTE DE MESA C/200 1G C/U MC CANDEREL,DESCONOCIDO,100,piezas
347,ENDULZANTE DE MESSA MC SELECTO (CAJA C/300 SOBRES 1G C/U) ,DESCONOCIDO,700,piezas
348,HIELERAS DE PLASTICO,DESCONOCIDO,6,piezas
349,JARRAS DE VIDRIO,DESCONOCIDO,11,piezas
350,LOCION FACIAL HUMECTANTE 2.8 ML MC MARY KAY,DESCONOCIDO,2,piezas
351,LOCIÓN DESMAQUILLANTE 110 ML MC MARY KAY,DESCONOCIDO,1,piezas
352,MAQUILLAJE  8 G MC BISSÚ,DESCONOCIDO,4,piezas
353,SALEROS DE PLASTICO,DESCONOCIDO,2,piezas
354,SERVILLETAS DE PAPEL 180 PZAS MC ELITE,DESCONOCIDO,4,piezas
355,SERVILLETAS DE PAPEL 100 PZAS MC PETALO,DESCONOCIDO,28,piezas
356,PLATOS GRANDES DE LOZA,DESCONOCIDO,18,piezas
357,PLATOS MEDIANOS DE LOZA,DESCONOCIDO,3,piezas
358,PLATOS CHICOS DE LOZA,DESCONOCIDO,5,piezas
359,PAPELILLOS ABSORBENTES DE BRILLO FACIAL 75 PZAS MC MARY KAY,DESCONOCIDO,5,piezas
360,PAPEL ESTRASA,DESCONOCIDO,2,piezas
361,PAPEL ALUMINIO ROLLO 50 M,DESCONOCIDO,17,piezas
362,POLVO TRASLUCIDO  11 G MC MARY KAY ,DESCONOCIDO,400,piezas
363,TABLAS PARA CORTAR,DESCONOCIDO,360,piezas
364,TAZAS BLANCAS,DESCONOCIDO,2,piezas
365,TENEDORES COCTELEROS DESECHABLES MC MEMBERS MARK,DESCONOCIDO,4,piezas
366,TÉ DE JENGIBRE LIMÓN SABOR FRAMBUESA MC SELECTO,DESCONOCIDO,7,piezas
367,TÉ  VERDE SABOR FRAMBUESA MC SELECTO,DESCONOCIDO,24,piezas
368,TÉ DE 12 FLORES  MC SELECTO,DESCONOCIDO,24,piezas
369,TÉ DE LIMÓN MC. McCORMICK,DESCONOCIDO,24,piezas
370,GALLETAS SURTIDO RICO 424 GRMOS MC GAMESA,DESCONOCIDO,24,piezas
371,TÉ DE HIERBABUENA MC McCORMICK ,DESCONOCIDO,24,piezas
372,TÉ DE HIERBABUENA MC SELECTO,DESCONOCIDO,15,piezas
373,TÉ DE DOBLE MENTA MC SELECTO,DESCONOCIDO,24,piezas
374,TOALLA FACIAL DESECHABLE 30 PZAS MARY KAY,DESCONOCIDO,240,piezas
375,VASOS DE PLASTICO,DESCONOCIDO,1,piezas
376,VASOS DE VIDRIO,DESCONOCIDO,19,piezas
377,TÉ DE MANZANILLA MC. McCORMICK,DESCONOCIDO,17,piezas
378,GALLETAS MACMA,DESCONOCIDO,0,piezas
379,AZUCAR,DESCONOCIDO,1,piezas
380,GATORADE 350ML,DESCONOCIDO,12,piezas
381,BOTELLAS DE SUERO 500 ML,DESCONOCIDO,0,piezas
382,BOMBA DE AIRE MC TRUPPER,DESCONOCIDO,1,piezas
383,BOLA DE ENGANCHE 2 PULGADAS MC HZN,DESCONOCIDO,1,piezas
384,BROCHA SEMI PROFESIONAL 5 PULGADAS MC COMEX,DESCONOCIDO,7,piezas
385,CANDADO DE LATÓN CON 2 LLAVES 40 MM MC HERMEX ,DESCONOCIDO,6,piezas
386,CLAVIJA CON SEGURO 30A-250V C-NEGRO MC LEVITON,DESCONOCIDO,6,piezas
387,CLAVIJA INDUSTRIAL 1/2V 30A 126/260 MC LEVITON ,DESCONOCIDO,4,piezas
388,CLAVIJA NYLON/LEXAN MEDIA VUELTA 3 POLOS - 3 HILOS MC ARROW HART,DESCONOCIDO,5,piezas
389,CESPOL DE LATON PARA LAVAVO MC ,DESCONOCIDO,6,piezas
390,CONTACTO INDUSTRIAL FIJO 1/2V 30A MC LEVITON,DESCONOCIDO,4,piezas
391,CODOS 90 3/4 PARA TUBERIA PVC MC ERA,DESCONOCIDO,4,piezas
392,COPLEX 3/4  PARA TUBERIA  PVC SIN MARCA,DESCONOCIDO,9,piezas
393,CONTACTOR 3 POLOS GB-350-24 MC GB,DESCONOCIDO,5,piezas
394,DESTORNILLADOR MC STANLEY,DESCONOCIDO,1,piezas
395,KIT DE HERRAMIENTA MC MIKELS ,DESCONOCIDO,1,piezas
396,KIT DE HERRAMIENTA MC STANLEY ,DESCONOCIDO,1,piezas
397,ADAPTADORES DE ENCHUFE MC BLACKBERRY,DESCONOCIDO,3,piezas
398,EXTENSION ELECTRICA CALIBRE 2 X 16 3M MC SANELEC,DESCONOCIDO,1,piezas
399,EXTENSION PARA RODILLO,DESCONOCIDO,2,piezas
400,FLEXOMETRO 8M MC TRUPPER,DESCONOCIDO,1,piezas
401,GUANTES DE CARNAZA,DESCONOCIDO,56,piezas
402,GUANTES DE USO RUDO CON ELASTICO DE ALGODÓN EN LA MUÑECA,DESCONOCIDO,2,piezas
403,GUANTES DE HULE CON TELA  MC WEST CHESTER ,DESCONOCIDO,8,piezas
404,FOCOS HALOGENO H3P50 + 50 PERFORMANCE 12V 55W MC HELLA ,DESCONOCIDO,4,piezas
405,FOCOS HALOGENOH4 STANDARD 12V 60/55W P43t MC HELLA,DESCONOCIDO,7,piezas
406,HALOGEN PHOTO OPTIC LAMP MC LUMIACTION ,DESCONOCIDO,2,piezas
407,INTERRUPTOR ESCALERA 15A 110V CD: 100-6213W MC ROYER 100,DESCONOCIDO,20,piezas
408,INTERRUPTOR SENCILLO 15A 110V CD: 100-6211W MC ROYER 100,DESCONOCIDO,6,piezas
409,"JUEGO DE PUNTAS PARA DESARMADOR  50 MM 2"" CONT. 5 PIEZAS MC TRUPER EXPERT ",DESCONOCIDO,2,piezas
410,JUEGO DE PASACORRIENTE MC DURALAST,DESCONOCIDO,2,piezas
411,JUEGO DE LLAVES ALLEN MC STANLEY,DESCONOCIDO,1,piezas
412,LAMPARA 14W ESSENTIAL SUPER 80 MC PHILIPS,DESCONOCIDO,65,piezas
413,LAMPARA DE LED 46039 LUZ DE DIA LED - 60S MC VOLTECK,DESCONOCIDO,13,piezas
414,LAMPARA DE REPUESTO PARA INSECTRONIC-200 NO. 550 MC STEREN,DESCONOCIDO,1,piezas
415,LINEA RESIDENCIAL CD: 100-6201W PLACA 1 MODULO HORIZONTAL BLANCO MC ROYER 100,DESCONOCIDO,15,piezas
416,LINEA RESIDENCIAL CD: 100-6202W PLACA 2 MODULOS DISTANCIADOS  BLANCO MC ROYER 100,DESCONOCIDO,20,piezas
417,LINEA RESIDENCIAL CD: 100-6204W PLACA 3 MODULOS BLANCO MC ROYER 100,DESCONOCIDO,15,piezas
418,LINEA RESIDENCIAL RECEPTACULO VERTICAL SENCILLO 2P+ 15A 127V  100-6249W MC ROYER 100,DESCONOCIDO,23,piezas
419,LINEA RESIDENCIAL RECEPTACULO HORIZONTAL SENCILLO 2P+ 15A 127V  100-6249W MC ROYER 101,DESCONOCIDO,9,piezas
420,LLAVE PERICA 8 PULGADAS MC TRUPER,DESCONOCIDO,1,piezas
421,MASCARILLA BLANCA DESECHABLE MC CABEL,DESCONOCIDO,4,piezas
422,METRO 5M/16' MC TRUPER ,DESCONOCIDO,1,piezas
423,"MINI FELPA ACRILICO 4"" CONT. 2 PIEZAS MC BYP",DESCONOCIDO,2,piezas
424,PUNTAS DE CRUZ MC STANLEY,DESCONOCIDO,34,piezas
425,POLEA GIRATORIA SENCILLA MC VEKER,DESCONOCIDO,1,piezas
426,PLACA DE ALUMINIO PARA RECEPTACULO DOBLE COLOR ORO MC ARROW HART ,DESCONOCIDO,3,piezas
427,RECEPTACULO (CONTACTO) DE MEDIA VUELTA MODELO WD3330 MC ARROW HART,DESCONOCIDO,6,piezas
428,RECEPTACULO DUPLEX COOPER WIRING DEVICES MC ARROW HART,DESCONOCIDO,2,piezas
429,REMACHES POP MC FIERO,DESCONOCIDO,26,piezas
430,"RODILLO ALTA DENSIDAD 3/4""X9"" 19MM X 229MM MC EXITO",DESCONOCIDO,1,piezas
431,RODILLO ALTA DENSIDA 3/4 X9 MC COMEX,DESCONOCIDO,2,piezas
432,RUEDA PARA SILLAS ,DESCONOCIDO,5,piezas
433,SIERRA CIRCULAR 7 1/2 PULGADAS SIN MARCA,DESCONOCIDO,1,piezas
434,"SILICON BAÑOS Y COCINAS F101 CONT. 82,8 ML MC SISTA",DESCONOCIDO,3,piezas
435,SOLAR MAXIMA CALIDAD 500 WATTS-130 VOLTS MC FOCOS SA,DESCONOCIDO,4,piezas
436,TAPA DE SEGURIDAD DUPLEX MC LEVITON,DESCONOCIDO,1,piezas
437,THINNER ESTANDAR MC COMEX,DESCONOCIDO,#¡VALOR!,piezas
438,TORNILLOS PARA MADERA 3 PULGADAS  MC VEKER,DESCONOCIDO,100,piezas
439,SOPORTE PARA CORTINERO MC PARISINA,DESCONOCIDO,4,piezas
440,SOQUET SENCILLO  HD-200 MC STEREN ,DESCONOCIDO,2,piezas
441,ARMAZON DE LENTES PARA PROTECCIÓN ,DESCONOCIDO,14,piezas
442,CONDONES MASCULINOS DE HULE LATEX MC POSSESS,DESCONOCIDO,"1,200",piezas
443,CONDONES MASCULINOS DE HULE LATEX NATURAL MC KONDOPASION,DESCONOCIDO,100,piezas
444,CUBREBOCA QUIRURJICO COLOR LILA ,DESCONOCIDO,300,piezas
445,CUBREBOCAS TRICAPA MC MELTBLOWN,DESCONOCIDO,350,piezas
446,GUANTES DE HULE LATEX PARA CIRUGIA MC SENSI MEDICAL ,DESCONOCIDO,50,piezas
447,GUANTES PARA EXPLORACIÓN AMBIDIESTRO MC SENSI MEDICAL,DESCONOCIDO,131,piezas
448,MASCARILLA BLANCA DESECHABLE MC CABEL,DESCONOCIDO,1,piezas
449,TERMOMETRO LED DIGITAL INFRAROJO MODELO DT-8826,DESCONOCIDO,1,piezas
450,BATA INDUSTRIAL AZUL MARINO MC CREATION PUNTO EUROPEO,DESCONOCIDO,2,piezas
451,BATA INDUSTRIAL MC JID TALLA 34,DESCONOCIDO,1,piezas
452,BATA INDUSTRIAL MC JID TALLA 38,DESCONOCIDO,1,piezas
453,BATA INDUSTRIAL MC JID TALLA 40,DESCONOCIDO,1,piezas
454,BATA INDUSTRIAL MC JID TALLA 42,DESCONOCIDO,1,piezas
455,BATA INDUSTRIAL TALLA CH,DESCONOCIDO,3,piezas
456,BATA INDUSTRIAL TALLA G,DESCONOCIDO,1,piezas
457,BATA INDUSTRIAL TALLA M,DESCONOCIDO,5,piezas
458,CAMISA MANGA LARGA BLANCA CABALLERO MC HV RIVERA,DESCONOCIDO,4,piezas
459,CAMISA MANGA LARGA BLANCA DAMA MC HV RIVERA,DESCONOCIDO,1,piezas
460,CHALECO  NEGRO TALLA EG MC LORETTO,DESCONOCIDO,1,piezas
461,CHALECO CAFÉ CON BOLSAS AL FRENTE MC UNITAM UNIFORMES ,DESCONOCIDO,3,piezas
462,CHALECO CAFÉ MODELO: PL-08MC C.D. CONTINENTE DEL SUR,DESCONOCIDO,4,piezas
463,CHALECO CAFÉ OSCURO MC UCHIDA,DESCONOCIDO,3,piezas
464,CHAMARRA GRIS TALLA 38 MC CONTINENTE DEL SUR,DESCONOCIDO,1,piezas
465,CHAMARRA PARA CABALLERO TALLA 4O MC CAMPO SECO,DESCONOCIDO,1,piezas
466,PANTALÓN DE MEZCLILLA AZUL MARINO 36X32 MC LEVI'S,DESCONOCIDO,1,piezas
467,PANTALON DE MEZCLILLA MC OGGI ,DESCONOCIDO,5,piezas
468,PANTALON DE VESTIR NEGRO MC EL EDÉN ,DESCONOCIDO,2,piezas
469,PANTALÓN GRIS TALLA 28 MC CONTINENTE DEL SUR,DESCONOCIDO,1,piezas
470,PAQUETE COMPLETO DE UNIFORME ,DESCONOCIDO,4,piezas
471,PLAYERA TIPO POLO COLOR AZUL MARINO TALLA 40 MC C.D. CONTINENTE MEN,DESCONOCIDO,1,piezas
472,PLAYERA TIPO POLO COLOR BLANCO TALLA CH MC C.D. CONTINENTE WOMAN,DESCONOCIDO,1,piezas
473,PLAYERA TIPO POLO COLOR GUINDA MC PLAYERYTEES,DESCONOCIDO,5,piezas
474,PLAYERA TIPO POLO COLOR NEGRO TALLA 36 MC JML,DESCONOCIDO,1,piezas
475,PLAYERA TIPO POLO COLOR NEGRO TALLA 40 MC C.D. CONTINENTE DEL SUR,DESCONOCIDO,4,piezas
